id,transactionDate,merchant,transactionAmountinCents,issuerId,userId,transactionStatus
578,"{""$date"":""2023-04-16T23:59:55.000Z""}",Ford,4482,27,ae4a4245-d390-4d3e-8790-b9293337abde,SETTLED
579,"{""$date"":""2022-06-30T15:10:53.000Z""}",Infiniti,4153,14,666dc18d-2fb0-497f-a477-082e86596259,SETTLED
580,"{""$date"":""2022-09-30T07:49:56.000Z""}",Ford,4106,14,aef9bced-c8e3-4451-9078-4545bec2c1e6,APPROVED
581,"{""$date"":""2023-01-24T06:09:04.000Z""}",Isuzu,5699,27,13fecb27-b5e7-46cd-b95d-c3ffb92568f6,APPROVED
582,"{""$date"":""2022-08-29T19:39:06.000Z""}",Maserati,152,2,6ed356ed-097b-4c96-99e2-9053c419dd95,SETTLED
583,"{""$date"":""2022-06-13T21:46:42.000Z""}",Chevrolet,4539,23,7e348c2a-c615-4d69-82c3-23e2cdc30325,APPROVED
584,"{""$date"":""2023-05-26T14:17:13.000Z""}",Volvo,2245,21,0a7ddf5b-1830-486e-a1a9-6abfa481010d,APPROVED
585,"{""$date"":""2023-03-20T05:58:21.000Z""}",,7687,19,09cdff83-4853-4b7e-af4c-006023c115eb,APPROVED
586,"{""$date"":""2023-04-07T09:51:55.000Z""}",Plymouth,1567,1,803ba3b2-3e02-4a1b-8cce-750a17317f57,SETTLED
587,"{""$date"":""2023-04-04T20:29:19.000Z""}",Mazda,1325,8,f5d2f76e-9d4c-4ea9-92bf-14b876f6e7e5,APPROVED
588,"{""$date"":""2022-08-04T11:26:51.000Z""}",Volkswagen,739,20,bf52dabd-d06c-48db-8fb3-6bf5d36ee119,SETTLED
589,"{""$date"":""2022-07-15T14:47:31.000Z""}",Acura,1621,1,8d0ddaad-8c34-450c-b0ee-104949e8a507,APPROVED
590,"{""$date"":""2023-06-30T21:42:09.000Z""}",Jeep,3743,12,475253f4-6570-4ab3-9410-c0b6a614a608,SETTLED
591,"{""$date"":""2022-10-21T05:55:59.000Z""}",Subaru,7564,20,56afa2ba-186f-4766-a7e9-8d63b65e8257,SETTLED
592,"{""$date"":""2022-07-20T19:17:34.000Z""}",Mercedes-Benz,3705,25,50929e16-de2d-43fc-b52e-8d4d18b525f6,APPROVED
593,"{""$date"":""2023-04-15T02:58:37.000Z""}",Volvo,9943,18,48422135-c8e3-47a2-81e1-37d531b3de47,SETTLED
594,"{""$date"":""2023-06-15T06:40:24.000Z""}",Mazda,8437,16,5d5b4f15-c804-427c-a815-2bd686c390f6,SETTLED
595,"{""$date"":""2022-07-27T17:01:47.000Z""}",Audi,4985,23,c30b1058-c7e8-4d2b-94d4-248b87ce41ca,SETTLED
596,"{""$date"":""2023-02-24T17:34:35.000Z""}",Lexus,4432,21,dc704efb-f271-4840-980a-7494d9026a36,APPROVED
597,"{""$date"":""2023-07-08T09:26:53.000Z""}",Chevrolet,7233,18,9032cb2d-d1d9-4493-a3b7-36e29c509a74,APPROVED
598,"{""$date"":""2022-12-31T22:43:41.000Z""}",Chevrolet,6739,4,278fdd28-daa5-4d03-b0b9-92cc96bde9e7,SETTLED
599,"{""$date"":""2022-07-09T21:28:13.000Z""}",Chevrolet,5340,7,52ed81f2-1f1d-4afd-9054-0e0406c5c878,SETTLED
600,"{""$date"":""2023-01-24T11:36:46.000Z""}",Pontiac,5507,6,87e73dc9-d8c4-4ead-a13f-8f60575f47a0,APPROVED
601,"{""$date"":""2022-08-11T09:37:09.000Z""}",Pontiac,26,10,bcf48192-0960-495b-90be-8010bb6fcab1,SETTLED
602,"{""$date"":""2023-04-15T05:21:51.000Z""}",Mercury,5825,6,25382b31-7105-48ca-b5a9-cde56571c1da,APPROVED
603,"{""$date"":""2023-05-11T00:17:39.000Z""}",Mercedes-Benz,1705,28,e6c6cfb3-8c88-41c3-bf2a-7e0fcb7b5ab6,SETTLED
604,"{""$date"":""2023-01-13T03:36:00.000Z""}",GMC,6002,4,1fdf7d23-b675-4c60-b07a-fd5e051c5d15,APPROVED
605,"{""$date"":""2022-06-04T09:37:46.000Z""}",Buick,5103,1,91bc4597-1853-4d9f-a19d-56abda10076d,APPROVED
606,"{""$date"":""2023-04-21T17:44:37.000Z""}",Buick,8189,5,55ff7a93-38ca-4380-96c7-368ca5e6c1c2,APPROVED
607,"{""$date"":""2022-12-23T14:49:24.000Z""}",Dodge,7136,11,0601f76d-b06b-4d11-a582-5dc6a59cbb89,SETTLED
608,"{""$date"":""2022-07-12T15:53:22.000Z""}",Ford,6451,21,b8e203b4-d704-4b0b-9a4e-0d0e2e844f38,SETTLED
609,"{""$date"":""2022-11-01T03:42:09.000Z""}",Suzuki,8325,25,f3f69a80-880d-4832-b3e9-c19e5abc648a,APPROVED
610,"{""$date"":""2023-02-26T03:38:45.000Z""}",Chevrolet,3196,1,d21dad3b-758b-46d7-84e5-657e55894b41,APPROVED
611,"{""$date"":""2023-01-26T01:20:36.000Z""}",Acura,9194,10,51ceebc1-fda4-4a03-b4c1-768636b1aa09,SETTLED
612,"{""$date"":""2022-07-09T22:02:56.000Z""}",Chrysler,929,10,a15a35a5-e851-40a8-b98b-2ea95eaa592d,APPROVED
613,"{""$date"":""2022-11-05T12:57:33.000Z""}",Mazda,8614,6,5f117cca-3187-4e4f-bc68-774f8f9064d5,APPROVED
614,"{""$date"":""2023-01-16T04:02:55.000Z""}",Chevrolet,3721,21,a5c2f4d4-ddd6-4c4b-9743-ef42c9c8deb2,SETTLED
615,"{""$date"":""2022-07-19T21:23:58.000Z""}",MINI,9108,1,75326178-69ac-40c6-936a-6ea3019aa90c,SETTLED
616,"{""$date"":""2023-02-21T08:50:00.000Z""}",Chevrolet,8392,8,b77ced94-3cfe-4039-967c-9882ed210d35,APPROVED
617,"{""$date"":""2022-11-27T04:24:12.000Z""}",Jaguar,9331,2,bab37ce1-4ca9-474b-9840-ca4155e2be1e,APPROVED
618,"{""$date"":""2023-02-24T09:59:59.000Z""}",Jaguar,8552,24,8006cd75-4c18-46d0-93af-c6b72413fd4d,SETTLED
619,"{""$date"":""2023-06-05T23:40:56.000Z""}",Geo,6605,25,6c96a206-0c0e-4f31-b28d-e28192a4ba43,SETTLED
620,"{""$date"":""2023-02-22T23:59:24.000Z""}",Cadillac,6810,6,10f21b49-8306-4671-800f-85f78cfa51e2,SETTLED
621,"{""$date"":""2023-03-14T05:09:04.000Z""}",Honda,8401,11,23ad786d-9bc3-41d2-afdf-4c202a543141,APPROVED
622,"{""$date"":""2023-04-26T05:35:02.000Z""}",Honda,6779,4,e8c0e7e6-741f-494a-bbac-6d6d8b6d2a9b,SETTLED
623,"{""$date"":""2022-08-05T02:51:24.000Z""}",Audi,1709,5,45ff03e4-efe0-4d8a-a41d-cd6c0468a8fd,APPROVED
624,"{""$date"":""2023-06-24T08:22:29.000Z""}",Nissan,2094,6,bdc7fe79-4517-434e-ad2c-800a0121635a,APPROVED
625,"{""$date"":""2022-12-15T17:44:38.000Z""}",Volvo,1890,4,d14d03ce-1f95-497f-974c-614bdc7cdf80,APPROVED
626,"{""$date"":""2023-02-18T14:42:22.000Z""}",BMW,9476,7,77acc595-9ec3-4a34-9e3b-86a64f09b3b2,APPROVED
627,"{""$date"":""2022-08-29T20:49:39.000Z""}",Chevrolet,1997,1,11948d20-7506-41ef-a615-6a0f877981f8,SETTLED
628,"{""$date"":""2022-08-05T06:52:17.000Z""}",Isuzu,3378,23,1254ed59-d0e0-43c9-a999-ebb20e3ef4c9,SETTLED
629,"{""$date"":""2023-04-30T21:12:38.000Z""}",Infiniti,1700,19,35d89db5-12f6-4dc3-9a08-1834a30159d9,APPROVED
630,"{""$date"":""2022-07-16T08:20:13.000Z""}",Toyota,4577,9,129f5062-94f1-49fe-aea5-a392a2a8290b,SETTLED
631,"{""$date"":""2022-11-10T00:29:16.000Z""}",Honda,3234,12,98de718c-8d23-4090-a4f6-08fd3d135e23,SETTLED
632,"{""$date"":""2023-03-04T13:59:46.000Z""}",Infiniti,6465,19,e6a3b90b-ce87-413f-bc6e-ca14a39a7b9e,APPROVED
633,"{""$date"":""2023-01-22T20:30:55.000Z""}",Toyota,4554,19,041df073-414e-46b7-b5eb-95a2ea75717e,SETTLED
634,"{""$date"":""2022-10-04T22:52:19.000Z""}",Ford,6614,26,84e011c4-96a0-4888-942f-275eceee9e39,SETTLED
635,"{""$date"":""2023-07-10T18:11:27.000Z""}",Hyundai,1541,11,b89f0d45-e6fb-4928-a088-05ca76acf4d7,APPROVED
636,"{""$date"":""2022-05-26T01:35:32.000Z""}",Volkswagen,1369,19,d4fff82d-5d7f-4913-b302-9c94957f9520,APPROVED
637,"{""$date"":""2023-03-14T05:12:16.000Z""}",Pontiac,3557,11,ff582101-0442-4252-9147-a74ded994eed,APPROVED
638,"{""$date"":""2022-12-29T06:10:55.000Z""}",Chevrolet,8304,26,8e63e51e-2300-4aaf-b2c4-4a89246fa0ac,SETTLED
639,"{""$date"":""2022-08-10T15:16:04.000Z""}",Chevrolet,696,8,aafeedc3-0f29-4547-abe8-d6b7a08e110b,SETTLED
640,"{""$date"":""2023-07-13T17:55:39.000Z""}",Toyota,8702,6,9161c22b-fa57-41a2-9c03-4ca1e6f6f11f,APPROVED
641,"{""$date"":""2022-11-14T17:12:06.000Z""}",Land Rover,9400,13,1d7e6542-5899-47f8-8ae9-13a1406b2b0a,APPROVED
642,"{""$date"":""2023-07-06T06:09:56.000Z""}",Saturn,2450,14,9ee771bd-c8d4-4fdb-9f33-7bfdc047c97c,SETTLED
643,"{""$date"":""2022-12-27T06:42:19.000Z""}",Lamborghini,9363,24,0f6416f5-df96-47a2-93c6-408c06f1c9c3,SETTLED
644,"{""$date"":""2023-05-15T11:35:11.000Z""}",Subaru,3962,18,3d2caa4b-9c43-4ece-b398-926024f627fb,APPROVED
645,"{""$date"":""2022-05-11T13:57:57.000Z""}",Mitsubishi,8031,9,7d6812a6-bdbb-4014-8837-21326e1dd979,APPROVED
646,"{""$date"":""2023-02-19T12:53:32.000Z""}",Volvo,6313,30,e37d3fad-98f7-4ebe-9037-785c04f34f47,SETTLED
647,"{""$date"":""2023-01-29T06:24:18.000Z""}",GMC,1094,14,314762dc-68e5-4f5b-8065-e0e00921f1ad,APPROVED
648,"{""$date"":""2023-04-26T00:24:01.000Z""}",Dodge,3771,22,03cf8030-028f-4bf0-9e9c-401c6d642bb7,SETTLED
649,"{""$date"":""2022-07-03T07:49:19.000Z""}",Ford,2046,6,4f0f7ff4-5b67-4009-8dac-6bf72f6414e1,APPROVED
650,"{""$date"":""2023-05-25T13:51:50.000Z""}",Eagle,3992,19,0226a3d3-0211-46fd-9f61-c4508523bc1e,APPROVED
651,"{""$date"":""2022-08-15T15:54:42.000Z""}",Toyota,8266,19,b4e8ade7-c38c-40b4-a9ad-f0f31d888e23,SETTLED
652,"{""$date"":""2022-12-20T05:55:47.000Z""}",Pontiac,557,21,6253dae7-db7a-4328-87b7-99e0a16b43e1,SETTLED
653,"{""$date"":""2023-05-05T08:32:39.000Z""}",Chevrolet,6928,26,b59cb537-0517-4026-ba6f-9e189b4130ea,SETTLED
654,"{""$date"":""2023-04-16T06:23:23.000Z""}",Mitsubishi,8986,24,799879e3-c9fd-4bef-8c6a-85fbffa8bff9,APPROVED
655,"{""$date"":""2022-08-14T05:43:17.000Z""}",Mazda,2741,19,bc3397d5-003a-4eb6-8094-7d0cd85d46e7,SETTLED
656,"{""$date"":""2022-05-13T16:41:14.000Z""}",Isuzu,4391,21,0899aa15-095d-4139-af95-80df229f6886,SETTLED
657,"{""$date"":""2022-07-11T13:36:41.000Z""}",Saturn,3455,28,4ec428b3-de6b-4c29-94b4-0f2190d0bf69,APPROVED
658,"{""$date"":""2022-09-02T10:23:20.000Z""}",GMC,3117,23,100b1579-ec6b-4b37-87b2-0304fd885124,SETTLED
659,"{""$date"":""2022-09-07T09:32:43.000Z""}",Pontiac,4331,1,c89320ac-931b-4dd0-b029-b592e10cbc14,APPROVED
660,"{""$date"":""2023-03-05T17:11:15.000Z""}",Lexus,9521,12,3681d904-b0d5-4a1d-a126-948aa080ec45,APPROVED
661,"{""$date"":""2023-01-17T22:08:27.000Z""}",Infiniti,4941,24,2bf3b1e0-788f-47e0-8e7c-ff2c0810ea2b,APPROVED
662,"{""$date"":""2022-09-12T10:01:58.000Z""}",Chevrolet,1857,28,494e35fb-abd7-48fb-b796-b127f9c88e2c,SETTLED
663,"{""$date"":""2023-05-22T16:49:34.000Z""}",Scion,1204,6,5ef38823-caf3-4522-8c3f-14a408df54da,APPROVED
664,"{""$date"":""2023-05-17T23:50:03.000Z""}",Ford,9602,23,fca3b844-d689-4b1f-8387-43a3cf28fa0f,SETTLED
665,"{""$date"":""2023-05-25T10:08:57.000Z""}",Mercury,6047,4,4bdc60ef-6a4c-4859-a5d8-9c25a0e7143a,SETTLED
666,"{""$date"":""2023-01-07T20:40:23.000Z""}",Infiniti,2238,17,d92ab7e4-75bc-43a3-b19b-5e40f708b41a,SETTLED
667,"{""$date"":""2022-12-16T08:52:44.000Z""}",Ford,890,30,1fe67923-982b-4598-929f-16ff7c0a13c5,SETTLED
668,"{""$date"":""2022-10-03T05:03:27.000Z""}",Aston Martin,7355,30,c726edf3-3074-4d66-8cb9-d64b001d3469,SETTLED
669,"{""$date"":""2022-10-20T09:44:09.000Z""}",Suzuki,2458,2,eac16501-e984-4ba1-8304-2a4facaa121c,APPROVED
670,"{""$date"":""2023-07-15T19:18:46.000Z""}",Toyota,2993,5,9d9fd176-0165-4d00-a38d-d21d3208f9d7,APPROVED
671,"{""$date"":""2022-08-06T13:43:56.000Z""}",Mitsubishi,4860,27,3d233066-53fa-4b65-b7cf-c6532a6b2f5f,SETTLED
672,"{""$date"":""2023-03-14T16:22:24.000Z""}",Chrysler,1958,2,92e2800b-c279-4b9a-a8aa-af476dd079aa,APPROVED
673,"{""$date"":""2023-01-26T01:40:32.000Z""}",Mitsubishi,7753,1,9ff9270d-ee96-4de4-83be-c164a32cac23,SETTLED
674,"{""$date"":""2023-01-17T05:19:06.000Z""}",GMC,578,17,e9eef5f2-1572-4400-834e-d3fad531d3ca,SETTLED
675,"{""$date"":""2023-04-07T06:35:09.000Z""}",GMC,8292,21,620e9174-4ede-41ca-89f0-da61388103d8,SETTLED
676,"{""$date"":""2022-09-21T13:11:22.000Z""}",Nissan,3145,19,7d89e85c-3318-4a9a-a4ae-cf0f9cb8058e,SETTLED
677,"{""$date"":""2023-03-21T04:27:28.000Z""}",Cadillac,8856,19,57d18251-1da5-473b-a6e0-a13066a4286e,SETTLED
678,"{""$date"":""2022-08-25T15:00:39.000Z""}",Cadillac,9085,26,6e805b20-30b3-4381-a69a-cae21c86a444,SETTLED
679,"{""$date"":""2023-04-12T14:43:36.000Z""}",Toyota,7935,13,9946c65b-ec07-4160-98a0-1a3ea42b3cfe,APPROVED
680,"{""$date"":""2022-06-02T21:58:46.000Z""}",Infiniti,2594,15,84a40223-353c-462a-851a-838721f3522d,SETTLED
681,"{""$date"":""2023-06-25T15:59:37.000Z""}",BMW,447,4,d764fc2e-50aa-4804-b0a9-b47210e8b664,SETTLED
682,"{""$date"":""2022-11-01T21:30:22.000Z""}",Toyota,2583,25,61943e4b-68f8-4d61-9791-76cd58d2cda0,SETTLED
683,"{""$date"":""2023-01-31T05:12:01.000Z""}",Ford,3047,22,846d1c41-f1a9-43f5-b23d-4d95c787f3f6,APPROVED
684,"{""$date"":""2023-06-25T03:08:39.000Z""}",MINI,2203,24,84f9d86e-05b5-466e-9513-878ac939c7e0,SETTLED
685,"{""$date"":""2022-12-03T09:05:02.000Z""}",Ford,303,21,35b328e8-aa70-41c8-a833-c3fab36ebfd8,SETTLED
686,"{""$date"":""2022-08-18T07:50:21.000Z""}",Toyota,9619,15,da85ed7d-aba4-4224-9146-e7c29408a8ac,SETTLED
687,"{""$date"":""2022-09-19T22:50:36.000Z""}",Ford,7706,9,1835be15-a149-4ebe-ab1e-5b122bea9708,SETTLED
688,"{""$date"":""2022-12-13T15:34:34.000Z""}",Volkswagen,8026,8,b9be09d8-032a-4d75-a76c-6382a22f7521,APPROVED
689,"{""$date"":""2022-08-23T07:53:41.000Z""}",Chevrolet,5493,11,36cb42f9-acab-437b-abe9-c4bfdb5a0547,SETTLED
690,"{""$date"":""2023-07-14T19:51:41.000Z""}",Buick,8448,14,d72b10a5-0d2b-40d4-b1b2-eb052e119dd7,SETTLED
691,"{""$date"":""2023-07-05T12:08:25.000Z""}",Pontiac,9975,17,db9542e4-994e-4ee8-b77b-711f09626a6f,SETTLED
692,"{""$date"":""2022-11-20T21:31:13.000Z""}",Aston Martin,3277,29,7b7f74a0-349f-4f5b-b87a-4beb983dcc1f,SETTLED
693,"{""$date"":""2022-09-22T12:14:16.000Z""}",Toyota,2604,15,390b5bd4-af53-4820-97d2-9a7d16e9dbf8,APPROVED
694,"{""$date"":""2022-05-11T22:12:46.000Z""}",Cadillac,6480,17,58b23ee6-036c-4691-8662-b107ed6cdb8e,APPROVED
695,"{""$date"":""2023-06-21T06:56:47.000Z""}",Toyota,9899,4,b0eacaf3-fd73-489a-a04e-4443c5e64200,SETTLED
696,"{""$date"":""2022-05-19T14:37:03.000Z""}",Dodge,6525,11,aad61779-333a-4792-90ee-2c9ef9f46fa2,SETTLED
697,"{""$date"":""2023-05-02T20:56:53.000Z""}",Scion,6849,29,95d56e36-98ad-401b-8a57-6473eed3cde6,APPROVED
698,"{""$date"":""2023-04-17T20:30:07.000Z""}",Volkswagen,3964,17,acb77e3c-7697-4d09-ab8b-bdca59e8b119,SETTLED
699,"{""$date"":""2022-08-12T03:34:58.000Z""}",Mercedes-Benz,1755,16,72699977-4fc9-4a45-bb25-74ddfdcccac9,APPROVED
700,"{""$date"":""2022-05-28T21:06:40.000Z""}",GMC,1377,9,e631b144-2a91-468c-93f1-312fd0913dfc,SETTLED
701,"{""$date"":""2023-01-18T21:17:33.000Z""}",Acura,1440,21,436cb6c3-426b-4d52-aad0-e15e973b423b,APPROVED
702,"{""$date"":""2022-07-08T15:35:13.000Z""}",Subaru,4149,28,c03dab4f-4edd-4110-b1a8-18b7ca1cfce2,SETTLED
703,"{""$date"":""2022-07-10T03:31:46.000Z""}",Infiniti,3861,28,b1a06de1-9659-497c-a6be-bd8143a140ae,SETTLED
704,"{""$date"":""2023-01-17T19:57:15.000Z""}",,4919,30,f20aa9a5-7271-4d3b-891d-9cccf99de0f7,APPROVED
705,"{""$date"":""2023-06-12T09:06:31.000Z""}",Lincoln,8555,28,cf5ceed1-9818-40c0-abec-a000da7230a5,APPROVED
706,"{""$date"":""2023-07-05T13:09:00.000Z""}",Toyota,3307,26,4c22f6e9-2f7a-4a61-9349-377b9b740a43,SETTLED
707,"{""$date"":""2023-05-28T12:31:58.000Z""}",Jaguar,3806,12,b974c5e8-cd71-40d5-af08-abb734d37746,SETTLED
708,"{""$date"":""2022-08-29T17:50:09.000Z""}",Mercedes-Benz,5817,24,e595c1ec-b430-4d35-9396-83e2d0c46d03,SETTLED
709,"{""$date"":""2022-08-05T10:48:55.000Z""}",Ford,9227,11,150740b3-081d-407b-ab70-10bc56002f82,SETTLED
710,"{""$date"":""2022-07-10T22:12:56.000Z""}",Dodge,211,18,bd06a437-d311-4c7d-b748-50072714d7c6,APPROVED
711,"{""$date"":""2022-06-04T16:50:32.000Z""}",GMC,3300,24,5411a920-b7d7-4439-930e-76ffb9c2af3f,SETTLED
712,"{""$date"":""2022-10-31T17:37:55.000Z""}",Suzuki,899,30,3c8fc3fe-7a68-4245-83d6-654cfd2ac827,SETTLED
713,"{""$date"":""2023-07-08T07:06:38.000Z""}",Aston Martin,450,6,33cc7f63-843c-4f77-8ab9-e5bf304ca8fe,SETTLED
714,"{""$date"":""2023-02-04T11:04:16.000Z""}",Ford,1558,28,9ade857f-defe-4aa2-93cd-04cd733a6175,SETTLED
715,"{""$date"":""2022-06-18T01:28:19.000Z""}",Toyota,5524,26,24a90a56-d85e-4e48-83dc-1bf49dbf0313,SETTLED
716,"{""$date"":""2023-06-25T12:42:48.000Z""}",Toyota,161,7,9d3a2350-c768-42e5-a228-f9de44c2797a,SETTLED
717,"{""$date"":""2023-04-23T07:12:48.000Z""}",Toyota,636,30,604932d5-7c39-4092-9981-cb2e65ea2600,SETTLED
718,"{""$date"":""2023-03-18T04:22:18.000Z""}",Toyota,9634,22,54c2cdc6-aa08-4a49-a3ea-66dee61d4d4a,SETTLED
719,"{""$date"":""2023-06-18T10:11:13.000Z""}",Mazda,6398,6,7d961e62-63c4-4a64-b98f-f900bbcaa0ba,APPROVED
720,"{""$date"":""2023-06-02T22:54:09.000Z""}",Hyundai,5367,3,53e5193e-21b9-405c-b129-577b72d901e1,APPROVED
721,"{""$date"":""2023-03-21T07:02:45.000Z""}",Volkswagen,3987,29,e170faa2-6593-41e2-85ab-0f26647718ef,SETTLED
722,"{""$date"":""2023-01-07T22:49:16.000Z""}",Geo,5806,7,57404d18-7d8d-49d9-803d-a14bb1ae2443,SETTLED
723,"{""$date"":""2023-06-17T07:21:31.000Z""}",Dodge,1420,19,155ef86e-ed7e-4d9c-87a6-db023f42e47a,APPROVED
724,"{""$date"":""2023-01-03T22:43:34.000Z""}",Kia,7331,6,e38e82fa-45cf-4beb-9c77-7c267aee1781,APPROVED
725,"{""$date"":""2023-06-15T21:48:11.000Z""}",Oldsmobile,9242,2,b59abd56-faaf-466a-a868-bd8242a41745,APPROVED
726,"{""$date"":""2023-03-03T08:48:47.000Z""}",Mazda,5734,30,53eadfd6-b1dc-4266-b375-9cc4fdcc07f0,APPROVED
727,"{""$date"":""2023-05-17T19:32:01.000Z""}",Ford,8806,14,0411427b-857b-4536-a889-223a5587ca6f,SETTLED
728,"{""$date"":""2023-02-18T01:27:05.000Z""}",Subaru,2137,29,00da4595-55d4-47c8-a06c-129456bb66c2,SETTLED
729,"{""$date"":""2023-04-05T12:11:12.000Z""}",Dodge,6240,11,c88b8db3-6ef1-4b7a-8727-6d3e932f4a98,APPROVED
730,"{""$date"":""2023-01-10T13:58:06.000Z""}",Saturn,4993,26,c981ece8-bd7a-4149-a8c1-3411252f5d2f,SETTLED
731,"{""$date"":""2023-02-11T13:42:50.000Z""}",Mercury,5144,16,2cc7d65f-65b5-4f6d-9816-a7c5a6c88cdd,APPROVED
732,"{""$date"":""2022-11-09T08:41:05.000Z""}",Dodge,4193,5,4fee7ffa-b477-446c-9613-42b99ade49be,APPROVED
733,"{""$date"":""2023-02-14T11:42:37.000Z""}",Kia,9789,18,f3896945-c7f0-49f3-80a6-887a2ace7dd0,SETTLED
734,"{""$date"":""2022-09-19T01:53:36.000Z""}",Kia,5479,27,54589e05-de78-43b9-9d5f-2473049883a0,APPROVED
735,"{""$date"":""2023-03-24T05:04:56.000Z""}",Ford,2135,19,4c6ab9c8-d744-41ab-820c-b13c705ccb5b,APPROVED
736,"{""$date"":""2023-01-03T22:04:02.000Z""}",Suzuki,6583,6,945e166c-3d7b-4466-93e0-7f1d36989dd3,SETTLED
737,"{""$date"":""2022-05-29T22:54:48.000Z""}",Pontiac,963,7,f9a6204c-1e43-42f2-ab7c-5f4b07dfe990,SETTLED
738,"{""$date"":""2023-01-11T09:24:09.000Z""}",Lincoln,4293,4,1ded1982-54f9-4f92-aac4-f323e141b06d,APPROVED
739,"{""$date"":""2023-02-12T06:55:12.000Z""}",Saturn,9507,19,6d5d7f5e-f41f-4958-abd1-ea850ddaaa20,APPROVED
740,"{""$date"":""2023-04-06T11:54:59.000Z""}",Toyota,6417,26,7990779f-6341-457e-8629-a9a52530aa82,APPROVED
741,"{""$date"":""2022-09-13T13:55:38.000Z""}",Ford,4108,10,22fea4ec-237e-4241-a26e-a7f1d10cb412,SETTLED
742,"{""$date"":""2023-06-28T21:40:42.000Z""}",Honda,9270,11,6a5d6d21-3656-40d9-9c52-3b022645e19b,SETTLED
743,"{""$date"":""2022-09-04T19:29:33.000Z""}",Honda,4880,4,763fccc8-1556-4135-824a-8e036c3b2fad,APPROVED
744,"{""$date"":""2022-12-25T17:40:15.000Z""}",Porsche,7245,4,3eae15b6-05dc-4e61-b43d-14626325763d,SETTLED
745,"{""$date"":""2022-06-01T18:45:50.000Z""}",Mitsubishi,125,25,947e747c-9db1-4fd4-9c72-3877b533aafd,SETTLED
746,"{""$date"":""2022-10-14T23:13:25.000Z""}",GMC,9171,6,eb3b2484-74a5-459e-85f4-3a46df1199f7,SETTLED
747,"{""$date"":""2022-05-16T07:42:16.000Z""}",Toyota,1718,18,cc45185c-1dbd-46e5-85dd-9fa1f9d8b88d,APPROVED
748,"{""$date"":""2022-11-07T13:24:05.000Z""}",Pontiac,8198,13,d3efb281-c3ef-474f-9aba-a3573a9d74dc,APPROVED
749,"{""$date"":""2022-09-06T18:05:01.000Z""}",Pontiac,4770,16,c7f42740-2811-43dc-b1a0-d059a0af34b2,APPROVED
750,"{""$date"":""2022-07-19T10:45:40.000Z""}",Ford,2244,1,60977aff-772c-4a51-b00c-8015e92cf980,SETTLED
751,"{""$date"":""2022-06-13T19:01:01.000Z""}",GMC,142,12,01385b63-220f-4fff-b203-33d7685d0510,SETTLED
752,"{""$date"":""2022-05-17T07:59:10.000Z""}",Alfa Romeo,3819,27,fd919a99-9879-476d-95d8-f056b116bde5,SETTLED
753,"{""$date"":""2023-06-10T08:23:59.000Z""}",Toyota,8363,5,f664087c-3bb3-436d-bdef-99ba838784bb,SETTLED
754,"{""$date"":""2022-05-18T11:32:29.000Z""}",Chevrolet,1039,7,949157ba-c508-4767-8e21-7152afd70d82,SETTLED
755,"{""$date"":""2022-07-06T18:07:52.000Z""}",Volvo,2026,5,597541ef-cb37-4b12-bb83-6d55941fe7b9,SETTLED
756,"{""$date"":""2023-02-18T12:27:21.000Z""}",Lexus,7448,2,93d23199-b3b3-443f-8d34-8adfa0136d26,SETTLED
757,"{""$date"":""2022-07-03T04:31:07.000Z""}",Pontiac,6873,21,703ff6f5-a503-4eb8-8367-44792c68c6ec,SETTLED
758,"{""$date"":""2022-05-14T18:10:31.000Z""}",Kia,9327,23,aa20d171-7846-4ff7-b077-b6a274740b54,APPROVED
759,"{""$date"":""2022-05-10T16:58:42.000Z""}",Oldsmobile,2343,24,bf3b37ff-3c02-440f-92be-3f96285cd0ea,SETTLED
760,"{""$date"":""2022-12-31T05:13:11.000Z""}",Lotus,9390,3,733d3b6d-3eda-4851-af01-de61be4b7a0a,SETTLED
761,"{""$date"":""2023-06-13T01:40:48.000Z""}",Dodge,4396,5,00a73bf5-bf17-49f5-b0c2-7e5ce2092ef7,SETTLED
762,"{""$date"":""2023-03-15T20:26:14.000Z""}",Bentley,7434,16,0deccbf3-6d40-43b8-8477-d69a720a2ccf,SETTLED
763,"{""$date"":""2022-11-24T10:11:15.000Z""}",Volkswagen,6387,10,095f7a81-f5ae-4394-94fd-71cdfc5e805d,APPROVED
764,"{""$date"":""2023-05-12T03:57:10.000Z""}",Nissan,7705,4,c6b34f9c-823d-4ce7-ae87-3c56b4285fb0,SETTLED
765,"{""$date"":""2023-06-14T02:53:41.000Z""}",Nissan,3847,12,b1f9e097-d611-48c8-9451-fcd6e0fe44c4,APPROVED
766,"{""$date"":""2023-04-09T00:54:37.000Z""}",Volkswagen,7891,19,0f6f447d-24df-4e85-88e8-d628912447c5,APPROVED
767,"{""$date"":""2022-08-11T07:04:27.000Z""}",Ford,7033,23,a30fc364-9ef1-4bbd-9516-9127a0615253,APPROVED
768,"{""$date"":""2023-04-15T20:43:10.000Z""}",Toyota,4464,22,5efbb8a5-7505-42c0-abf5-a2f7067714cc,SETTLED
769,"{""$date"":""2022-10-28T03:51:21.000Z""}",Ford,6405,9,0b037956-1a8f-47c0-b1bc-6cb213b60b3e,APPROVED
